Date,Category,Sales,Quantity,Profit,Region,Year,Month,Month_Name,Day,Day_of_Week,Sales_per_Item,Profit_Margin,Sales_Level,Profit_Status
2023-01-05,Books,585.7848927183243,7.0,142.1178978282982,North,2023,1,January,5,Thursday,83.68355610261776,0.24261106695463355,High,Profit
2023-01-06,Electronics,916.0,4.0,340.90921960487753,East,2023,1,January,6,Friday,229.0,0.37217163712322876,High,Profit
2023-01-06,Clothing,1261.8115293971553,4.0,483.0922046987161,East,2023,1,January,6,Friday,315.4528823492888,0.38285607116739445,High,Profit
2023-01-06,Sports,559.9096344461423,6.0,132.67639478594808,West,2023,1,January,6,Friday,93.31827240769037,0.23696037114487306,High,Profit
2023-01-06,Books,1267.7888414518486,12.0,285.1928834243073,South,2023,1,January,6,Friday,105.64907012098739,0.22495298436110986,High,Profit
2023-01-07,Electronics,1411.558640064933,7.0,525.1683205226515,North,2023,1,January,7,Saturday,201.65123429499042,0.37204853246372627,High,Profit
2023-01-07,Clothing,1052.6659881864498,13.0,377.0851418143964,East,2023,1,January,7,Saturday,80.97430678357306,0.35821917497690303,High,Profit
2023-01-07,Home Goods,1038.1036718115397,5.0,319.4564836525556,South,2023,1,January,7,Saturday,207.62073436230793,0.30773080986708107,High,Profit
2023-01-07,Books,1064.4816490284263,9.0,235.4110228943994,South,2023,1,January,7,Saturday,118.27573878093625,0.22115085131741233,High,Profit
2023-01-08,Electronics,393.30552004127946,17.0,69.29045218131121,West,2023,1,January,8,Sunday,23.135618825957614,0.17617462418030344,Medium,Profit
2023-01-08,Clothing,994.434758646508,17.0,143.62231299872423,West,2023,1,January,8,Sunday,58.496162273324,0.14442607898601992,High,Profit
2023-01-08,Home Goods,497.94861340293306,17.0,89.64783218,South,2023,1,January,8,Sunday,29.291094906054887,0.18003430427761472,Medium,Profit
2023-01-08,Sports,802.2453092690566,5.0,163.27406795481338,North,2023,1,January,8,Sunday,160.44906185381132,0.2035213744080049,High,Profit
2023-01-08,Books,1001.1811913294208,19.0,304.5709676125519,North,2023,1,January,8,Sunday,52.69374691207478,0.30421163546643004,High,Profit
2023-01-09,Electronics,1101.9462892559932,0.0,136.92343580350118,West,2023,1,January,9,Monday,inf,0.1242559978998146,High,Profit
2023-01-09,Clothing,997.785955016628,17.0,317.7598089591847,West,2023,1,January,9,Monday,58.693291471566354,0.318464904583558,High,Profit
2023-01-09,Null,1106.847949116814,11.0,381.78457825162366,West,2023,1,January,9,Monday,100.62254082880128,0.34492956196581526,High,Profit
2023-01-09,Books,1511.9814861035386,19.0,473.7716266795951,East,2023,1,January,9,Monday,79.57797295281782,0.31334485973140536,High,Profit
2023-01-10,Clothing,1160.9008097146195,7.0,442.32526169399455,North,2023,1,January,10,Tuesday,165.8429728163742,0.38101899662102046,High,Profit
2023-01-10,Home Goods,725.5927206216168,11.0,146.80185053347503,North,2023,1,January,10,Tuesday,65.96297460196516,0.20231990531507757,High,Profit
2023-01-10,Books,566.9549944911284,16.0,195.69396185304527,North,2023,1,January,10,Tuesday,35.43468715569553,0.34516666006036467,High,Profit
2023-01-11,Electronics,486.8411264424907,1.0,62.28198955031037,West,2023,1,January,11,Wednesday,486.8411264424907,0.1279308303417698,Medium,Profit
2023-01-11,Clothing,1035.6935475687956,5.0,383.3365063324272,East,2023,1,January,11,Wednesday,207.13870951375912,0.3701254171489991,High,Profit
2023-01-11,Home Goods,819.5808263284821,19.0,260.45188918274573,East,2023,1,January,11,Wednesday,43.13583296465695,0.31778670366107187,High,Profit
2023-01-11,Sports,746.0156929405609,1.0,218.2912743127241,East,2023,1,January,11,Wednesday,746.0156929405609,0.2926094938462864,High,Profit
2023-01-11,Books,1256.1993359484704,16.0,163.86047902463994,East,2023,1,January,11,Wednesday,78.5124584967794,0.13044146285980965,High,Profit
2023-01-12,Electronics,1536.5781571976388,18.0,227.78605751265687,South,2023,1,January,12,Thursday,85.3654531776466,0.1482424154252496,High,Profit
2023-01-12,Clothing,136.16293195828723,9.0,20.802642658843684,West,2023,1,January,12,Thursday,15.129214662031915,0.1527775758032036,Medium,Profit
2023-01-12,Home Goods,759.0467004962057,1.0,188.37118852136024,West,2023,1,January,12,Thursday,759.0467004962057,0.2481681145550304,High,Profit
2023-01-12,Sports,1230.993207979238,7.0,389.3409658,West,2023,1,January,12,Thursday,175.85617256846257,0.31628197724919266,High,Profit
2023-01-12,Books,0.0,1.0,362.74746579124576,East,2023,1,January,12,Thursday,0.0,inf,Low,Profit
2023-01-13,Electronics,589.0,14.0,163.1408924520233,South,2023,1,January,13,Friday,42.07142857142857,0.27697944389138085,High,Profit
2023-01-13,Clothing,768.4657751520224,13.0,189.05998327714784,West,2023,1,January,13,Friday,59.112751934770955,0.24602264588783657,High,Profit
2023-01-13,Home Goods,1362.8145912059902,1.0,372.14536862826486,West,2023,1,January,13,Friday,1362.8145912059902,0.27307116538790777,High,Profit
2023-01-13,Sports,1161.3880011075987,1.0,184.1646591094737,North,2023,1,January,13,Friday,1161.3880011075987,0.15857289633941332,High,Profit
2023-01-13,Books,1835.1814139469511,17.0,207.52439084521168,West,2023,1,January,13,Friday,107.95184787923242,0.11308113152633013,High,Profit
2023-01-14,Electronics,990.6439605499468,14.0,370.95586092322384,East,2023,1,January,14,Saturday,70.76028289642477,0.3744593170661346,High,Profit
2023-01-14,Clothing,1181.8388089297257,3.0,465.7620542695215,West,2023,1,January,14,Saturday,393.9462696432419,0.3940994751148137,High,Profit
2023-01-14,Home Goods,416.73112187512,1.0,81.29449101421847,West,2023,1,January,14,Saturday,416.73112187512,0.19507660154688336,Medium,Profit
2023-01-14,Sports,597.5789506161507,3.0,161.9548618043204,West,2023,1,January,14,Saturday,199.1929835387169,0.2710183510268095,High,Profit
2023-01-14,Books,513.0,18.0,146.08947735729927,South,2023,1,January,14,Saturday,28.5,0.2847748096633514,High,Profit
2023-01-15,Electronics,608.2907337876729,10.0,220.93844629734755,North,2023,1,January,15,Sunday,60.82907337876729,0.36321192157838667,High,Profit
2023-01-15,Clothing,774.7714470796982,8.0,239.48551299443943,East,2023,1,January,15,Sunday,96.84643088496227,0.30910472229858044,High,Profit
2023-01-15,Home Goods,1135.0,10.0,389.0642349928092,East,2023,1,January,15,Sunday,113.5,0.3427878722403605,High,Profit
2023-01-15,Books,645.0203135636743,8.0,200.33689994039065,West,2023,1,January,15,Sunday,80.62753919545929,0.31059006317731114,High,Profit
2023-01-16,Electronics,1148.4986962575083,14.0,421.5008620476588,East,2023,1,January,16,Monday,82.03562116125059,0.36700160254527,High,Profit
2023-01-16,Clothing,1020.5053753311488,19.0,244.59412160742644,East,2023,1,January,16,Monday,53.7108092279552,0.23967940543973804,High,Profit
2023-01-16,Home Goods,877.1773508285327,17.0,97.54603066243725,South,2023,1,January,16,Monday,51.59866769579604,0.11120445662476433,High,Profit
2023-01-16,Sports,1106.3258755358988,5.0,283.9639571,North,2023,1,January,16,Monday,221.26517510717977,0.25667297798892147,High,Profit
2023-01-16,Books,435.9062234642331,12.0,169.81840636969702,East,2023,1,January,16,Monday,36.32551862201942,0.389575549117231,Medium,Profit
2023-01-17,Electronics,1716.7107872177387,8.0,545.6177262538764,Nan,2023,1,January,17,Tuesday,214.58884840221734,0.31782740011679855,High,Profit
2023-01-17,Clothing,1553.0,18.0,395.8504821335443,South,2023,1,January,17,Tuesday,86.27777777777777,0.25489406447749147,High,Profit
2023-01-17,Home Goods,967.8416574516622,19.0,224.2406139620624,East,2023,1,January,17,Tuesday,50.93903460271906,0.2316914262116909,High,Profit
2023-01-17,Sports,854.1348142740628,5.0,132.6472240342504,South,2023,1,January,17,Tuesday,170.82696285481256,0.15530010229941105,High,Profit
2023-01-17,Books,1151.496183694137,1.0,175.01394283464847,North,2023,1,January,17,Tuesday,1151.496183694137,0.15198829602125374,High,Profit
2023-01-18,Electronics,1259.7265582510363,15.0,220.54394327459875,South,2023,1,January,18,Wednesday,83.98177055006909,0.17507286944937864,High,Profit
2023-01-18,Clothing,1055.1566543228676,7.0,313.5222827,North,2023,1,January,18,Wednesday,150.73666490326679,0.29713339854848253,High,Profit
2023-01-18,Sports,795.9986997646172,15.0,89.32589208312282,South,2023,1,January,18,Wednesday,53.066579984307815,0.11221864069569104,High,Profit
2023-01-18,Books,920.978246539818,5.0,223.10895915435665,South,2023,1,January,18,Wednesday,184.1956493079636,0.2422521487261976,High,Profit
2023-01-19,Clothing,1179.9689901133015,5.0,259.0638677120017,South,2023,1,January,19,Thursday,235.99379802266031,0.2195514203192121,High,Profit
2023-01-19,Home Goods,1000.5440833584028,5.0,305.3551791466866,West,2023,1,January,19,Thursday,200.10881667168056,0.3051891308194424,High,Profit
2023-01-19,Sports,1226.7805845374958,16.0,359.1103077445796,North,2023,1,January,19,Thursday,76.67378653359349,0.2927257834618947,High,Profit
2023-01-19,Books,1103.220439420607,12.0,238.79314290988776,West,2023,1,January,19,Thursday,91.9350366183839,0.21645097786195655,High,Profit
2023-01-20,Electronics,1277.8697628655102,1.0,303.4632300379998,East,2023,1,January,20,Friday,1277.8697628655102,0.23747586714745503,High,Profit
2023-01-20,Clothing,1133.886804400575,1.0,440.3530694903432,South,2023,1,January,20,Friday,1133.886804400575,0.38835716914717444,High,Profit
2023-01-20,Home Goods,1340.872695135779,11.0,212.84656549016285,North,2023,1,January,20,Friday,121.89751773961626,0.15873734043678894,High,Profit
2023-01-20,Sports,836.4887153958725,19.0,238.79759078908097,East,2023,1,January,20,Friday,44.02572186294066,0.2854761653013679,High,Profit
2023-01-20,Books,619.7853095462995,17.0,183.9007079184205,North,2023,1,January,20,Friday,36.457959385076435,0.2967167906142226,High,Profit
2023-01-21,Nan,823.1905729167365,4.0,253.43330069370387,South,2023,1,January,21,Saturday,205.79764322918413,0.30786710760758185,High,Profit
2023-01-21,Clothing,1254.8806291063074,13.0,478.1025495262159,West,2023,1,January,21,Saturday,96.52927916202364,0.3809944455567123,High,Profit
2023-01-21,Home Goods,0.0,4.0,190.5987762,North,2023,1,January,21,Saturday,0.0,inf,Low,Profit
2023-01-21,Sports,1188.8886525770836,3.0,472.1689623508644,West,2023,1,January,21,Saturday,396.29621752569454,0.397151542600202,High,Profit
2023-01-21,Books,890.0,5.0,152.6489404,East,2023,1,January,21,Saturday,178.0,0.1715156633707865,High,Profit
2023-01-22,Electronics,835.6829551122014,13.0,269.06703734444056,East,2023,1,January,22,Sunday,64.28330423940011,0.32197262813421246,High,Profit
2023-01-22,Clothing,1391.6436421462986,13.0,513.0391264139492,North,2023,1,January,22,Sunday,107.04951093433066,0.3686569685488602,High,Profit
2023-01-22,Home Goods,1006.3011524898276,4.0,103.90189760145496,North,2023,1,January,22,Sunday,251.5752881224569,0.10325129544408951,High,Profit
2023-01-22,Sports,876.6128228020557,14.0,265.64083517166534,West,2023,1,January,22,Sunday,62.61520162871826,0.30303097132729095,High,Profit
2023-01-22,Books,1295.207063368927,19.0,321.0918006473387,West,2023,1,January,22,Sunday,68.1687928088909,0.24790769733154153,High,Profit
2023-01-23,Electronics,462.38646995943554,4.0,177.49091336932753,West,2023,1,January,23,Monday,115.59661748985889,0.38385836286450714,Medium,Profit
2023-01-23,Clothing,865.9679464630277,7.0,110.29126317489369,South,2023,1,January,23,Monday,123.7097066375754,0.12736183091460712,High,Profit
2023-01-23,Home Goods,1544.0999727636722,15.0,220.6480329853319,South,2023,1,January,23,Monday,102.93999818424481,0.14289750461585077,High,Profit
2023-01-23,Books,1073.4899713326167,10.0,235.0894521765336,East,2023,1,January,23,Monday,107.34899713326168,0.21899548058627558,High,Profit
2023-01-24,Electronics,847.9170473886611,2.0,105.48481010603038,North,2023,1,January,24,Tuesday,423.95852369433055,0.12440463419256995,High,Profit
2023-01-24,Clothing,1133.6520703844153,13.0,239.4189782566733,West,2023,1,January,24,Tuesday,87.20400541418579,0.2111926441200673,High,Profit
2023-01-24,Home Goods,561.4730031892834,17.0,215.70365137207585,North,2023,1,January,24,Tuesday,33.02782371701667,0.38417457321515774,High,Profit
2023-01-24,Sports,477.0144258364724,19.0,158.91452955116068,South,2023,1,January,24,Tuesday,25.106022412445917,0.333144074778231,Medium,Profit
2023-01-24,Books,1320.8433856122608,7.0,300.18358904472973,South,2023,1,January,24,Tuesday,188.69191223032297,0.22726660277409294,High,Profit
2023-01-25,Electronics,782.6998613958701,13.0,80.93593499532606,West,2023,1,January,25,Wednesday,60.20768164583616,0.10340609343022572,High,Profit
2023-01-25,Clothing,437.26640843081714,8.0,59.14372479045528,North,2023,1,January,25,Wednesday,54.65830105385214,0.13525787403313147,Medium,Profit
2023-01-25,Home Goods,1252.0513477835275,17.0,156.34039209206944,North,2023,1,January,25,Wednesday,73.65007928138397,0.12486739650800631,High,Profit
2023-01-25,Sports,1340.002607520722,6.0,309.40760638432454,South,2023,1,January,25,Wednesday,223.33376792012032,0.23090074948196682,High,Profit
2023-01-25,Books,1067.227744543125,5.0,187.72221236673573,East,2023,1,January,25,Wednesday,213.445548908625,0.17589705039677234,High,Profit
2023-01-26,Electronics,1003.7777202345384,18.0,150.43077621635456,North,2023,1,January,26,Thursday,55.765428901918796,0.14986462957277588,High,Profit
2023-01-26,Clothing,870.4173395174884,3.0,322.3568013446807,North,2023,1,January,26,Thursday,290.13911317249614,0.37034740314729675,High,Profit
2023-01-26,Home Goods,1557.990101946079,11.0,287.12037071337625,West,2023,1,January,26,Thursday,141.6354638132799,0.1842889568776691,High,Profit
2023-01-26,Sports,957.0,8.0,144.41736734595108,West,2023,1,January,26,Thursday,119.625,0.15090633996442118,High,Profit
2023-01-26,Books,0.0,8.0,168.8872777649107,South,2023,1,January,26,Thursday,0.0,inf,Low,Profit
2023-01-27,Electronics,760.5294345905402,4.0,301.06563342491046,South,2023,1,January,27,Friday,190.13235864763504,0.3958632233438809,High,Profit
2023-01-27,Clothing,598.6465528574865,17.0,110.10849304035168,North,2023,1,January,27,Friday,35.214503109263916,0.18392905215068373,High,Profit
2023-01-27,Home Goods,1171.4042530980364,13.0,437.2596187634157,North,2023,1,January,27,Friday,90.10801946907972,0.3732781553481528,High,Profit
2023-01-27,Sports,0.0,6.0,497.0179981966401,West,2023,1,January,27,Friday,0.0,inf,Low,Profit
2023-01-27,Books,1234.0825493260004,10.0,468.7274383025485,South,2023,1,January,27,Friday,123.40825493260004,0.37981854500620404,High,Profit
2023-01-28,Electronics,1045.3239886458184,13.0,156.22396105974673,West,2023,1,January,28,Saturday,80.40953758813988,0.1494502783411003,High,Profit
2023-01-28,Clothing,1353.832036216386,15.0,196.4749654,North,2023,1,January,28,Saturday,90.2554690810924,0.1451250673230464,High,Profit
2023-01-28,Home Goods,859.2473043685886,17.0,302.0242343462156,South,2023,1,January,28,Saturday,50.54395908050521,0.3514986114133414,High,Profit
2023-01-28,Books,1573.4588819528285,5.0,500.10227563806313,South,2023,1,January,28,Saturday,314.6917763905657,0.31783625322155445,High,Profit
2023-01-29,Electronics,865.0,14.0,139.70609038717868,North,2023,1,January,29,Sunday,61.785714285714285,0.16150993108344355,High,Profit
2023-01-29,Clothing,1186.8549797042497,19.0,216.50553838541407,West,2023,1,January,29,Sunday,62.46605156338156,0.18241953910777264,High,Profit
2023-01-29,Home Goods,1213.484463426667,2.0,251.7359144561221,West,2023,1,January,29,Sunday,606.7422317133335,0.20744881540985213,High,Profit
2023-01-29,Sports,662.6073724486392,7.0,199.75754240646827,South,2023,1,January,29,Sunday,94.65819606409131,0.30147195867783994,High,Profit
2023-01-29,Books,1382.638974596086,18.0,491.74170419066274,South,2023,1,January,29,Sunday,76.81327636644922,0.35565445009556207,High,Profit
2023-01-30,Electronics,972.5301818050488,12.0,260.91175041210425,South,2023,1,January,30,Monday,81.04418181708739,0.2682813914606159,High,Profit
2023-01-30,Clothing,1124.1138399856222,15.0,254.23041070052463,North,2023,1,January,30,Monday,74.94092266570814,0.22616073359952255,High,Profit
2023-01-30,Home Goods,1402.6265512917746,14.0,436.53094821817547,East,2023,1,January,30,Monday,100.18761080655533,0.31122393042976715,High,Profit
2023-01-30,Sports,1070.039738944073,2.0,219.54675986514255,South,2023,1,January,30,Monday,535.0198694720365,0.20517626764197908,High,Profit
2023-01-30,Books,1240.795676682229,18.0,270.08798227745206,East,2023,1,January,30,Monday,68.93309314901272,0.21767321352991972,High,Profit
2023-01-31,Electronics,1075.3584916659022,6.0,253.0029627,East,2023,1,January,31,Tuesday,179.22641527765037,0.23527313417877788,High,Profit
2023-01-31,Clothing,863.8610005083532,10.0,309.8748129228526,North,2023,1,January,31,Tuesday,86.38610005083532,0.3587091126240236,High,Profit
2023-01-31,Home Goods,941.598921436756,17.0,233.17274337921995,West,2023,1,January,31,Tuesday,55.38817184922094,0.2476348879238615,High,Profit
2023-01-31,Books,655.5835281532777,11.0,112.78900642407574,East,2023,1,January,31,Tuesday,59.59850255938888,0.17204368563345795,High,Profit
2023-02-01,Electronics,819.3231391353471,15.0,113.6105554115518,East,2023,2,February,1,Wednesday,54.62154260902314,0.13866391657319474,High,Profit
2023-02-01,Clothing,470.7619302099754,16.0,137.58602258691357,West,2023,2,February,1,Wednesday,29.422620638123462,0.2922624234409644,Medium,Profit
2023-02-01,Home Goods,1449.9666027025592,4.0,295.3584652102134,East,2023,2,February,1,Wednesday,362.4916506756398,0.20370018499715897,High,Profit
2023-02-01,Sports,1013.1108004252822,18.0,284.2592551567716,East,2023,2,February,1,Wednesday,56.28393335696012,0.2805806186622881,High,Profit
2023-02-01,Books,1322.1046036296257,19.0,458.1584156204931,South,2023,2,February,1,Wednesday,69.58445282261188,0.3465371910533348,High,Profit
2023-02-02,Electronics,755.3502780134534,6.0,102.87172943361554,North,2023,2,February,2,Thursday,125.89171300224223,0.13619076133018027,High,Profit
2023-02-02,Clothing,832.292352,12.0,134.74822794149043,South,2023,2,February,2,Thursday,69.357696,0.1619001155275429,High,Profit
2023-02-02,Home Goods,887.6016014931567,9.0,113.33534179112888,East,2023,2,February,2,Thursday,98.6224001659063,0.12768717586862385,High,Profit
2023-02-02,Sports,754.3969044,15.0,191.2374305815028,East,2023,2,February,2,Thursday,50.29312696,0.2534971040656656,High,Profit
2023-02-02,Books,1255.406279380153,17.0,350.48862443789625,West,2023,2,February,2,Thursday,73.84742819883252,0.2791834246766292,High,Profit
2023-02-03,Electronics,813.8908832393345,15.0,212.406958764112,West,2023,2,February,3,Friday,54.25939221595563,0.26097719379619977,High,Profit
2023-02-03,Clothing,1712.2425230201789,14.0,408.8157351028909,North,2023,2,February,3,Friday,122.3030373585842,0.2387604148399444,High,Profit
2023-02-03,Home Goods,906.782720614842,14.0,130.8684487714525,East,2023,2,February,3,Friday,64.77019432963156,0.14432172757186798,High,Profit
2023-02-03,Sports,1172.9670889167298,14.0,381.0792597308252,West,2023,2,February,3,Friday,83.78336349405213,0.32488486960257623,High,Profit
2023-02-03,Books,1093.3750463630608,13.0,393.7948706781011,South,2023,2,February,3,Friday,84.10577279715852,0.36016449432241704,High,Profit
2023-02-04,Electronics,518.0661039227282,5.0,80.13714001126192,East,2023,2,February,4,Saturday,103.61322078454563,0.15468516354278744,High,Profit
2023-02-04,Clothing,1061.039090760167,17.0,173.41028940201568,South,2023,2,February,4,Saturday,62.41406416236276,0.16343440209896343,High,Profit
2023-02-04,Home Goods,531.8482256851987,13.0,147.89515052937327,West,2023,2,February,4,Saturday,40.911401975784514,0.27807773606621466,High,Profit
2023-02-04,Sports,1062.0068389003231,10.0,357.63225962936195,North,2023,2,February,4,Saturday,106.20068389003231,0.33675137158220153,High,Profit
2023-02-04,Books,1771.9974856331296,2.0,473.6951164319628,West,2023,2,February,4,Saturday,885.9987428165648,0.26732267978513125,High,Profit
2023-02-05,Electronics,812.7949813334264,17.0,218.91621929329767,South,2023,2,February,5,Sunday,47.81146949020155,0.26933756275679244,High,Profit
2023-02-05,Clothing,737.3145239845728,2.0,127.78099155012232,East,2023,2,February,5,Sunday,368.6572619922864,0.17330594663939639,High,Profit
2023-02-05,Home Goods,585.1600807106992,13.0,116.50803126176888,North,2023,2,February,5,Sunday,45.01231390082301,0.19910454438427422,High,Profit
2023-02-05,Sports,891.5731481719068,6.0,186.88001379405327,West,2023,2,February,5,Sunday,148.5955246953178,0.20960704590221732,High,Profit
2023-02-05,Books,928.4519897847824,4.0,329.8281641920942,South,2023,2,February,5,Sunday,232.1129974461956,0.355245255350844,High,Profit
2023-02-06,Electronics,751.4248686943794,9.0,93.22937640903528,East,2023,2,February,6,Monday,83.49165207715326,0.1240701236984927,High,Profit
2023-02-06,Clothing,0.0,8.0,258.5367897136604,West,2023,2,February,6,Monday,0.0,inf,Low,Profit
2023-02-06,Home Goods,928.3155859400772,11.0,333.87068500688247,South,2023,2,February,6,Monday,84.39232599455248,0.3596521377681941,High,Profit
2023-02-06,Sports,727.7309013875206,17.0,179.91300558419826,South,2023,2,February,6,Monday,42.80770008161886,0.24722463377763537,High,Profit
2023-02-06,Books,1158.4949828891129,15.0,301.8007092,South,2023,2,February,6,Monday,77.23299885927419,0.2605110196052418,High,Profit
2023-02-07,Electronics,1062.251045547741,19.0,373.4606645,North,2023,2,February,7,Tuesday,55.90794976567057,0.35157476762701434,High,Profit
2023-02-07,Clothing,830.6328990191275,19.0,132.77839513074085,West,2023,2,February,7,Tuesday,43.71752100100671,0.15985207820149594,High,Profit
2023-02-07,Home Goods,0.0,17.0,181.1074039106321,North,2023,2,February,7,Tuesday,0.0,inf,Low,Profit
2023-02-07,Sports,542.7128400490024,5.0,136.67201865964552,East,2023,2,February,7,Tuesday,108.54256800980048,0.25183118690780415,High,Profit
2023-02-07,Books,1239.3208943735904,4.0,243.14565994567045,East,2023,2,February,7,Tuesday,309.8302235933976,0.19619265764785432,High,Profit
2023-02-08,Electronics,955.4345784978852,10.0,252.78977447474804,South,2023,2,February,8,Wednesday,95.54345784978852,0.26458093538144595,High,Profit
2023-02-08,Clothing,877.7619587094205,12.0,140.8975935948455,West,2023,2,February,8,Wednesday,73.1468298924517,0.16051913869907075,High,Profit
2023-02-08,Home Goods,819.4093963310846,5.0,82.60734056889152,North,2023,2,February,8,Wednesday,163.8818792662169,0.1008132698242989,High,Profit
2023-02-08,Sports,1228.075328390608,11.0,297.1326541611025,South,2023,2,February,8,Wednesday,111.64321167187346,0.24194986031556764,High,Profit
2023-02-08,Books,468.9270434974324,17.0,166.57143814402212,West,2023,2,February,8,Wednesday,27.583943735143084,0.35521823800493646,Medium,Profit
2023-02-09,Electronics,690.2112792897116,12.0,153.61030800313569,North,2023,2,February,9,Thursday,57.51760660747596,0.22255548788077512,High,Profit
2023-02-09,Clothing,1050.918785317112,12.0,224.6534116920165,North,2023,2,February,9,Thursday,87.57656544309266,0.21376857548914013,High,Profit
2023-02-09,Home Goods,1026.8181757436948,8.0,324.9663537339802,West,2023,2,February,9,Thursday,128.35227196796185,0.3164789652253832,High,Profit
2023-02-09,Sports,964.0447241903204,9.0,313.45969873843643,West,2023,2,February,9,Thursday,107.11608046559115,0.3251505774295941,High,Profit
2023-02-09,Books,1034.118838063894,3.0,154.3729906334005,North,2023,2,February,9,Thursday,344.7062793546313,0.14927973937929795,High,Profit
2023-02-10,Electronics,1196.019921374466,4.0,233.05521558658512,South,2023,2,February,10,Friday,299.0049803436165,0.1948589746889484,High,Profit
2023-02-10,Clothing,612.6626833153882,18.0,211.3562694656884,East,2023,2,February,10,Friday,34.03681573974379,0.34497983184147324,High,Profit
2023-02-10,Home Goods,1165.759945704232,6.0,305.3525369993559,East,2023,2,February,10,Friday,194.29332428403868,0.26193431857439,High,Profit
2023-02-10,Sports,1088.6651352937458,15.0,297.47326430326405,North,2023,2,February,10,Friday,72.57767568624972,0.27324588127183774,High,Profit
2023-02-10,Books,928.2464001909494,14.0,111.3763253973026,West,2023,2,February,10,Friday,66.30331429935353,0.11998573371724511,High,Profit
2023-02-11,Electronics,1246.931492723502,19.0,327.7619196344809,South,2023,2,February,11,Saturday,65.62797330123695,0.2628547931840227,High,Profit
2023-02-11,Clothing,1049.558314036173,8.0,323.38495613665407,West,2023,2,February,11,Saturday,131.19478925452162,0.3081152822210016,High,Profit
2023-02-11,Home Goods,1170.6810023408923,15.0,425.6464242754699,North,2023,2,February,11,Saturday,78.04540015605949,0.3635887346120316,High,Profit
2023-02-11,Sports,1289.7766023878771,4.0,515.0178379569061,North,2023,2,February,11,Saturday,322.4441505969693,0.399307784777153,High,Profit
2023-02-11,Books,1024.6164613458393,1.0,319.7767916665607,East,2023,2,February,11,Saturday,1024.6164613458393,0.3120941383730378,High,Profit
2023-02-12,Electronics,1452.931393737887,10.0,294.39953295401784,South,2023,2,February,12,Sunday,145.2931393737887,0.20262452461477226,High,Profit
2023-02-12,Clothing,1120.6103440140766,13.0,149.25355504388256,West,2023,2,February,12,Sunday,86.20079569339052,0.13318952108656218,High,Profit
